"","EventID","year","month","day","hour","minute","second","epi_lon","epi_lat","depth","Mw","Intensitylocation","lon","lat","Source","ConservativeInt","LeastInt","MeanInt","R_epi"
"266",186,1408,12,29,NA,NA,NA,36.6,35.7,25,7.2,"",36.07,35.52,"Guidoboni & Comastri 2005",NA,NA,9,51.9996367012914
"268",186,1408,12,29,NA,NA,NA,36.6,35.7,25,7.2,"",35.78,35.52,"Guidoboni & Comastri 2005",NA,NA,8,76.9278437560954
"269",187,1458,11,8,NA,NA,NA,35.6,31.2,10,7.1,"",35.7,31.18,"Guidoboni & Comastri 2005",NA,NA,9,9.78535799707679
"270",187,1458,11,8,NA,NA,NA,35.6,31.2,10,7.1,"",35.23,31.77,"Guidoboni & Comastri 2005",NA,NA,7,72.2528805272745
"271",187,1458,11,8,NA,NA,NA,35.6,31.2,10,7.1,"",35.1,31.53,"Guidoboni & Comastri 2005",NA,NA,7.5,59.985621976445
"273",187,1458,11,8,NA,NA,NA,35,31.2,10,7.1,"",34.87,31.93,"Guidoboni & Comastri 2005",NA,NA,7.5,81.7799624000871
"274",46,1484,3,29,1,1,1,37.2,36.2,10,4.8,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",6,5,5.5,4.63108659185159
"275",47,1491,4,24,19,1,1,32,35,10,6.8,"Nicosia",33.37,35.17,"Sbeinati et al. 2005",7,7,7,126.346590511695
"276",47,1491,4,24,19,1,1,32,35,10,6.8,"Limassol",33.02,34.71,"Sbeinati et al. 2005",7,7,7,98.6576126070835
"277",47,1491,4,24,19,1,1,32,35,10,6.8,"Famagusta",33.92,35.11,"Sbeinati et al. 2005",7,7,7,175.576815244061
"278",47,1491,4,24,19,1,1,32,35,10,6.8,"Paphos",32.38,34.74,"Sbeinati et al. 2005",7,7,7,45.1358415599889
"282",50,1546,1,14,11,1,1,35.3,32,10,6.1,"Nablus",35.26,32.23,"Sbeinati et al. 2005",7,6,6.5,25.7519700713488
"283",50,1546,1,14,11,1,1,35.3,32,10,6.1,"Damascus",36.29,33.51,"Sbeinati et al. 2005",5,5,5,191.263543846517
"284",50,1546,1,14,11,1,1,35.3,32,10,6.1,"Al-Quds",35.23,31.78,"Sbeinati et al. 2005",6,6,6,25.2491283858792
"285",50,1546,1,14,11,1,1,35.3,32,10,6.1,"Yafa",34.76,32.05,"Sbeinati et al. 2005",6,6,6,51.3120852223561
"288",53,1568,10,10,1,1,1,35.5,35.5,12,6.1,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,7,7,25.6161759717294
"289",53,1568,10,10,1,1,1,35.5,35.5,12,6.1,"Famagusta",33.92,35.11,"Sbeinati et al. 2005",5,5,5,150.054940325417
"292",62,1626,1,21,1,1,1,37.1,36.5,20,7.1,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",9,8,8.5,32.4569403143595
"293",62,1626,1,21,1,1,1,37.1,36.5,20,7.1,"Gaziantab",37.38,37.07,"Sbeinati et al. 2005",9,8,8.5,67.9504377514926
"294",62,1626,1,21,1,1,1,37.1,36.5,20,7.1,"Hama",36.75,35.13,"Sbeinati et al. 2005",7,6,6.5,155.101312660642
"296",65,1656,2,1,1,1,1,36.2,34.9,10,6.7,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,7,7,61.2219227432989
"303",70,1705,11,24,1,1,1,36.6,33.7,35,6.8,"Yabroud",36.67,33.97,"Sbeinati et al. 2005",8,8,8,30.6073436499893
"304",70,1705,11,24,1,1,1,36.6,33.7,35,6.8,"Al-Qastal",36.7,33.93,"Sbeinati et al. 2005",8,8,8,27.1117099935959
"305",70,1705,11,24,1,1,1,36.6,33.7,35,6.8,"Damascus",36.29,33.51,"Sbeinati et al. 2005",7,7,7,35.6489415807951
"306",70,1705,11,24,1,1,1,36.6,33.7,35,6.8,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,7,7,108.508193418392
"307",74,1726,4,15,1,1,1,36.6,36.3,15,6.1,"Jum",38.45,36.85,"Sbeinati et al. 2005",7,7,7,176.446749708431
"308",74,1726,4,15,1,1,1,36.6,36.3,15,6.1,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",7,7,7,50.4263939385567
"311",76,1738,9,25,1,1,1,36.5,36.7,10,6.2,"Iskenderun",36.17,36.58,"Sbeinati et al. 2005",8,8,8,32.3710624194774
"312",76,1738,9,25,1,1,1,36.5,36.7,10,6.2,"Bellen Bass",36.23,36.48,"Sbeinati et al. 2005",8,7,7.5,34.3293222081574
"313",76,1738,9,25,1,1,1,36.5,36.7,10,6.2,"Antioch",36.16,36.2,"Sbeinati et al. 2005",7,7,7,63.2520261533814
"314",76,1738,9,25,1,1,1,36.5,36.7,10,6.2,"Jabal Al-Amanus",36.33,36.75,"Sbeinati et al. 2005",7,7,7,16.166141578964
"315",76,1738,9,25,1,1,1,36.5,36.7,10,6.2,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",6,5,5.5,79.6566896704289
"316",76,1738,9,25,1,1,1,36.5,36.7,10,6.2,"Kelless",37.12,36.72,"Sbeinati et al. 2005",5,5,5,55.4403557354564
"318",77,1752,7,21,1,1,1,35.75,35.6,10,6.8,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,7,7,8.22087492854728
"319",77,1752,7,21,1,1,1,35.75,35.6,10,6.8,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",5,5,5,128.754431909772
"320",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"Al-Qunaytra",35.9,32.97,"Sbeinati et al. 2005",8,8,8,31.5082199378875
"321",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"Safad",35.5,32.96,"Sbeinati et al. 2005",7,7,7,18.1048372035824
"322",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"Acre",35.08,32.93,"Sbeinati et al. 2005",6,6,6,52.1090311137638
"323",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"An-Nasra",35.3,32.7,"Sbeinati et al. 2005",6,6,6,52.4502017169392
"324",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"Sidon",35.61,33.49,"Sbeinati et al. 2005",6,6,6,43.2142626518043
"325",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"Saasaa",36.02,33.28,"Sbeinati et al. 2005",6,6,6,43.9495727403831
"326",80,1759,10,30,34,50,0,35.6,33.1,10,6.6,"Damascus",36.29,33.51,"Sbeinati et al. 2005",5,5,5,78.6905767474313
"332",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Baalbak",36.21,34,"Sbeinati et al. 2005",8,8,8,43.9067273307682
"333",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Serghaya",36.15,33.8,"Sbeinati et al. 2005",8,8,8,25.6767140752114
"334",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Zabadani",36.1,33.72,"Sbeinati et al. 2005",8,8,8,18.6714455012232
"335",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Ras Baalbak",36.42,34.26,"Sbeinati et al. 2005",8,8,8,78.4755101613505
"336",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Al-Qunaytra",35.9,32.97,"Sbeinati et al. 2005",8,8,8,80.8700600010108
"337",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Damascus",36.29,33.51,"Sbeinati et al. 2005",8,7,7.5,41.8713843503537
"338",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Beirut",35.5,33.89,"Sbeinati et al. 2005",8,7,7.5,42.6056166551831
"339",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Sidon",35.61,33.49,"Sbeinati et al. 2005",8,7,7.5,35.5785891016988
"340",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Safad",35.5,32.96,"Sbeinati et al. 2005",8,7,7.5,90.0400091309413
"341",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Sur",35.2,33.27,"Sbeinati et al. 2005",8,7,7.5,80.6324909622827
"342",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,7,7,82.2435288172595
"343",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Acre",35.08,32.93,"Sbeinati et al. 2005",7,7,7,114.483558814764
"344",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Homs",36.72,34.77,"Sbeinati et al. 2005",7,6,6.5,140.577997105918
"345",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Hama",36.75,35.13,"Sbeinati et al. 2005",7,6,6.5,176.667967550664
"346",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"An-Nasra",35.3,32.7,"Sbeinati et al. 2005",7,6,6.5,124.102220168183
"347",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Hosn Al-Akrad",36.29,34.76,"Sbeinati et al. 2005",7,6,6.5,122.821024347203
"353",81,1759,11,25,19,23,0,35.9,33.7,10,7.4,"Tarba",36.77,32.8,"Sbeinati et al. 2005",5,5,5,128.502454677897
"354",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Qalaat Al-Marqeb",35.95,35.15,"Sbeinati et al. 2005",8,8,8,28.1835500763505
"355",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Al-Qadmous",36.16,35.1,"Sbeinati et al. 2005",8,8,8,22.4614168057484
"356",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Nahr Al-Kabir",36.1,34.52,"Sbeinati et al. 2005",8,7,7.5,86.9168637343715
"357",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Jableh",35.97,35.16,"Sbeinati et al. 2005",8,7,7.5,26.0591864847069
"358",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Bkas",36.28,35.86,"Sbeinati et al. 2005",8,7,7.5,62.4861729552518
"359",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,7,7,45.8787384582672
"362",88,1796,4,26,1,1,1,36.2,35.3,20,6.7,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",5,5,5,101.125557007652
"363",89,1802,1,1,1,1,1,36.2,34,10,6.1,"Baalbak",36.21,34,"Sbeinati et al. 2005",6,6,6,0.923847963552987
"364",91,1814,1,1,1,1,1,35.8,32.8,10,6,"Al-Laja",36.39,32.93,"Sbeinati et al. 2005",7,6,6.5,57.0677909736471
"365",93,1822,8,13,1,1,1,36.75,36.7,18,7.4,"Jisr Ash'Shoughour",36.32,35.81,"Sbeinati et al. 2005",9,9,9,105.949300742817
"367",93,1822,8,13,1,1,1,36.75,36.7,18,7.4,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",9,8,8.5,65.0833521557989
"368",93,1822,8,13,1,1,1,36.75,36.7,18,7.4,"Darkoush",36.39,35.99,"Sbeinati et al. 2005",9,8,8.5,85.0766165231168
"369",93,1822,8,13,1,1,1,36.75,36.7,18,7.4,"Antioch",36.16,36.2,"Sbeinati et al. 2005",8,8,8,76.6115692576776
"370",93,1822,8,13,1,1,1,36.75,36.7,18,7.4,"Iskenderun",36.17,36.58,"Sbeinati et al. 2005",8,8,8,53.5475449417469
"371",93,1822,8,13,1,1,1,36.75,36.7,18,7.4,"Idleb",36.63,35.93,"Sbeinati et al. 2005",8,8,8,86.0279121429174
