EventID,date,year,month,day,hour,minute,second,epi_lon,epi_lat,depth,magnitude,Intensity location,lon,lat,Intensity (EMS-92),Note,Source,Conservative Int,Least Int,MeanInt,R_epi
181,,1202,5,20,,,,35.6,33.4,30,7,,36.1,34.8,,,Guidoboni,,,8.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.9,34.4,,,Guidoboni,,,8.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.3,33.5,,,Guidoboni,,,8,
181,,1202,5,20,,,,35.0,33.4,30,7,,36.7,35.2,,,Guidoboni,,,8,
182,,1212,5,1,,,,35.0,30.0,,7,,35.0,29.6,,,Guidoboni,,,9.5,
182,,1212,5,1,,,,35.0,30.0,,7,,35.7,31.2,,,Guidoboni,,,8,
182,,1212,5,1,,,,35.0,30.0,,7,,31.3,30.1,,,Guidoboni,,,8,
182,,1212,5,1,,,,35.0,30.0,,7,,35.6,30.5,,,Guidoboni,,,8,
183,,1293,1,11,,,,35.6,31.5,,6,,35.7,31.2,,,Guidoboni,,,9,
183,,1293,1,11,,,,35.6,31.5,,6,,34.9,32.0,,,Guidoboni,,,8,
183,,1293,1,11,,,,35.6,31.5,,6,,35.6,30.8,,,Guidoboni,,,9.5,
183,,1293,1,11,,,,35.6,31.5,,6,,34.9,31.9,,,Guidoboni,,,8,
183,,1293,1,11,,,,35.6,31.5,,6,,34.5,31.5,,,Guidoboni,,,8,
183,,1293,1,11,,,,35.4,31.5,,6,,35.4,32.4,,,Guidoboni,,,7,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,37.2,36.2,,,Guidoboni,,,9,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,37.2,36.3,,,Guidoboni,,,9,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,37.9,37.7,,,Guidoboni,,,9,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,37.1,36.8,,,Guidoboni,,,9,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,38.0,37.1,,,Guidoboni,,,9,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,40.7,37.3,,,Guidoboni,,,4,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,37.4,37.1,,,Guidoboni,,,9,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,36.3,33.5,,,Guidoboni,,,4,
185,,1344,1,3,,,,37.6,36.8,30,6.7,,38.0,36.5,,,Guidoboni,,,9,
186,,1408,12,29,,,,36.6,35.7,25,7.2,,36.3,35.8,,,Guidoboni,,,10,
186,,1408,12,29,,,,36.6,35.7,25,7.2,,35.9,35.4,,,Guidoboni,,,8,
186,,1408,12,29,,,,36.6,35.7,25,7.2,,36.1,35.5,,,Guidoboni,,,9,
186,,1408,12,29,,,,36.6,35.7,25,7.2,,33.0,35.0,,,Guidoboni,,,8.5,
186,,1408,12,29,,,,36.6,35.7,25,7.2,,35.8,35.5,,,Guidoboni,,,8,
187,,1458,11,8,,,,35.6,31.2,,7.1,,35.7,31.2,,,Guidoboni,,,9,
187,,1458,11,8,,,,35.6,31.2,,7.1,,35.2,31.8,,,Guidoboni,,,7,
187,,1458,11,8,,,,35.6,31.2,,7.1,,35.1,31.5,,,Guidoboni,,,7.5,
187,,1458,11,8,,,,35.6,31.2,,7.1,,31.3,30.1,,,Guidoboni,,,3.5,
187,,1458,11,8,,,,35.0,31.2,,7.1,,34.9,31.9,,,Guidoboni,,,7.5,
