EventID,date,year,month,day,hour,minute,second,epi_lon,epi_lat,depth,magnitude,Intensity location,lon,lat,Intensity (EMS-92),Note,Source,Conservative Int,Least Int,MeanInt,R_epi
166,,1995,,,,,,34.8,28.8,10,7.2,,34.57149,31.66926,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,33.81291,27.25738,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.58333,30.75,,,AL-TARAZI1999,,,7,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.72722,32.03917,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.01051,31.89825,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.9039,32.44192,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.00816,32.55873,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.8903,31.9467,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.86563,31.92923,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.20804,32.34289,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.04416,31.93221,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.8706,32.02731,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.94821,29.55805,,,AL-TARAZI1999,,,8,
166,,1995,,,,,,34.8,28.8,10,7.2,,32.31671,29.60018,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.09443,31.4459,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.57975,34.50914,,,AL-TARAZI1999,,,2,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.15349,32.51725,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,38.21603,30.49987,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.21645,31.91001,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.30086,32.45943,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.95,31.9167,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.67183,36.01152,,,AL-TARAZI1999,,,1,
166,,1995,,,,,,34.8,28.8,10,7.2,,33.07829,28.35831,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.73843,31.88078,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,37.24066,34.22956,,,AL-TARAZI1999,,,2,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.45413,36.13951,,,AL-TARAZI1999,,,1,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.7138,35.95664,,,AL-TARAZI1999,,,1,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.97329,31.40967,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.18382,33.07227,,,AL-TARAZI1999,,,3,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.2342,31.84945,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.20422,31.89964,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.62025,31.3141,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.51522,36.1168,,,AL-TARAZI1999,,,1,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.57212,33.20733,,,AL-TARAZI1999,,,3,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.02929,31.50777,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.84341,31.97733,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.16416,31.51591,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.06611,31.39671,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.8575,32.50722,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.49632,32.49728,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.23011,32.48563,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,33.67825,27.39417,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.70659,31.78737,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.62896,32.85514,,,AL-TARAZI1999,,,3,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.77998,31.81456,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.16822,32.44566,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.57271,32.87271,,,AL-TARAZI1999,,,3,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.17048,31.8966,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.7186,32.54388,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.32995,27.91582,,,AL-TARAZI1999,,,7,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.16861,31.86145,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.28823,32.4605,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.07189,32.36935,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.20189,32.40517,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.22752,32.50847,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.57917,31.95222,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.69025,32.57103,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.22847,31.86801,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.08266,32.43274,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.71625,32.59311,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.84646,31.85357,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.0654,31.86958,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.78829,32.51737,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.75,31.78333,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.21165,31.95119,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.11894,31.83366,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.60839,30.73497,,,AL-TARAZI1999,,,7,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.88411,32.59445,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.2613,31.97625,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.91342,32.57016,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.26661,31.91112,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.06593,31.47888,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.19408,31.96959,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.79873,32.49116,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.15265,32.44017,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.14947,31.83478,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.1624,31.95403,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.81619,31.37284,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.26076,32.45461,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.60533,32.5427,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.36164,32.45601,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.26545,32.03334,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.50159,32.32696,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.89597,32.43962,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.72844,32.47555,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.07185,31.88546,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.73269,32.57134,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.6634,29.04681,,,AL-TARAZI1999,,,9,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.99081,31.87111,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.86893,31.9634,,,AL-TARAZI1999,,,5,
